Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
luminous-rc-26000-pro,Luminous RC 26000 Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 26000 Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-26000-PRO,25000,shopify,10,deny,manual,23500,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/a445819c-e175-4127-b2d2-0f273f087bc0_RC-26000-Pro-1.png,1,Luminous RC 26000 Pro - Official Luminous Product,FALSE,Luminous RC 26000 Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 26000 Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-26000-PRO,new,FALSE,,g,,,TRUE,23500,,active
luminous-ilst-10036,Luminous ILST 10036,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILST 10036 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILST-10036,25000,shopify,10,deny,manual,10200,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/87cd0981-4acf-4ef3-b1a6-60d32f78e3d5_ILST%2010036%20battery-1.png,1,Luminous ILST 10036 - Official Luminous Product,FALSE,Luminous ILST 10036 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILST 10036 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILST-10036,new,FALSE,,g,,,TRUE,10200,,active
luminous-ilst-12042,Luminous ILST 12042,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILST 12042 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILST-12042,25000,shopify,10,deny,manual,12300,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/c8c5bb41-e31c-4802-bba8-c5974b52ed84_ILST%2012042%20battery-1.png,1,Luminous ILST 12042 - Official Luminous Product,FALSE,Luminous ILST 12042 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILST 12042 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILST-12042,new,FALSE,,g,,,TRUE,12300,,active
luminous-iltj-18148,Luminous ILTJ 18148,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTJ 18148 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTJ-18148,25000,shopify,10,deny,manual,17900,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/4eefcd90-5f61-4911-bf44-845c6d6c80ae_ILTJ%2018148%20battery-1.png,1,Luminous ILTJ 18148 - Official Luminous Product,FALSE,Luminous ILTJ 18148 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTJ 18148 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTJ-18148,new,FALSE,,g,,,TRUE,17900,,active
luminous-iltt-20060,Luminous ILTT 20060,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 20060 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-20060,25000,shopify,10,deny,manual,18500,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/2d81b457-a17a-496c-82ec-ddf0fab3e3e9_ILTT%2020060%20battery-1.png,1,Luminous ILTT 20060 - Official Luminous Product,FALSE,Luminous ILTT 20060 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 20060 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-20060,new,FALSE,,g,,,TRUE,18500,,active
luminous-iltt-18060-pro,Luminous ILTT 18060 PRO,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 18060 PRO Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-18060-PRO,25000,shopify,10,deny,manual,18600,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/6efb0cc9-0e22-462c-b56f-85621b35cfc9_ILTT-18060-PRO-B.png,1,Luminous ILTT 18060 PRO - Official Luminous Product,FALSE,Luminous ILTT 18060 PRO — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 18060 PRO online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-18060-PRO,new,FALSE,,g,,,TRUE,18600,,active
luminous-iltt-20066,Luminous ILTT 20066,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 20066 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-20066,25000,shopify,10,deny,manual,19400,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/421c3a1e-ba51-4484-be43-b85f669b5e59_ILTT-20066.png,1,Luminous ILTT 20066 - Official Luminous Product,FALSE,Luminous ILTT 20066 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 20066 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-20066,new,FALSE,,g,,,TRUE,19400,,active
luminous-iltt-24060,Luminous ILTT 24060,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 24060 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-24060,25000,shopify,10,deny,manual,22100,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/8a3de088-842e-474e-bfe6-6642612bf3ed_ILTT%2024060%20battery-1.png,1,Luminous ILTT 24060 - Official Luminous Product,FALSE,Luminous ILTT 24060 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 24060 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-24060,new,FALSE,,g,,,TRUE,22100,,active
luminous-iltt-25060,Luminous ILTT 25060,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 25060 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-25060,25000,shopify,10,deny,manual,23600,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/51b027b4-73ee-4fd8-a645-5809cf152dd2_ILTT%2025060%20battery-1.png,1,Luminous ILTT 25060 - Official Luminous Product,FALSE,Luminous ILTT 25060 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 25060 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-25060,new,FALSE,,g,,,TRUE,23600,,active
luminous-iltt-26060,Luminous ILTT 26060,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 26060 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-26060,25000,shopify,10,deny,manual,25600,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/b1a15143-30d8-490f-96c1-c52c1897d99c_ATF%20Inverlast%2000.png,1,Luminous ILTT 26060 - Official Luminous Product,FALSE,Luminous ILTT 26060 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 26060 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-26060,new,FALSE,,g,,,TRUE,25600,,active
luminous-iltt-28060,Luminous ILTT 28060,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Inverlast?</h3>
<p>Luminous Inverlast is the heavy-duty battery series for homes and small businesses needing extended backup. Built for high performance, long life, and reliability.</p>
<ul> <li><strong>Tubular technology</strong> — Industry-leading durability</li> <li><strong>High charge acceptance</strong> — Faster recharging</li> <li><strong>Long backup duration</strong> — Perfect for 4-8 hour power cuts</li> <li><strong>BIS certified</strong> — Quality assured</li> <li><strong>Robust build</strong> — Designed for Indian conditions</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Best For</h3>
<p>Large homes, shops, clinics, small offices needing dependable long-backup power.</p>
<h3>What's in the Box</h3>
<ul> <li>1 × ILTT 28060 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Inverlast, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-ILTT-28060,25000,shopify,10,deny,manual,28300,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/ad228958-4e2f-4ed3-aac6-58aaed1e3d7a_ILTT%2028060%20battery-1.png,1,Luminous ILTT 28060 - Official Luminous Product,FALSE,Luminous ILTT 28060 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous ILTT 28060 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-ILTT-28060,new,FALSE,,g,,,TRUE,28300,,active
